,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau_True,sexo_M,posse_de_imovel_Y,posse_de_veiculo_Y
4058,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40.87671232876713,5.964383561643835,1,0,0,0,2.0,0,0,0,0
4059,1,Working,Higher education,Married,House / apartment,34.08767123287672,6.383561643835616,1,0,0,0,3.0,0,0,1,0
4060,0,Commercial associate,Higher education,Single / not married,House / apartment,43.20821917808219,13.723287671232876,1,0,1,0,1.0,0,0,1,0
4061,0,Working,Secondary / secondary special,Married,House / apartment,47.4,12.96986301369863,1,0,1,0,2.0,0,0,1,0
4062,0,Working,Secondary / secondary special,Married,House / apartment,42.72602739726028,8.72054794520548,1,0,1,0,2.0,0,0,1,0
4063,0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.723287671232875,7.638356164383562,1,0,1,0,2.0,0,0,1,0
4064,0,Pensioner,Higher education,Married,House / apartment,54.28219178082192,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
4065,1,Working,Secondary / secondary special,Married,House / apartment,40.917808219178085,4.802739726027397,1,0,1,0,3.0,0,0,1,1
4066,0,Pensioner,Secondary / secondary special,Separated,House / apartment,60.23287671232877,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0
4067,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.06027397260274,-1000.6657534246576,1,0,1,0,1.0,0,0,1,0
4068,2,Working,Secondary / secondary special,Married,With parents,33.54520547945206,6.468493150684932,1,0,0,0,4.0,0,0,0,0
4069,0,State servant,Secondary / secondary special,Married,House / apartment,50.27945205479452,0.3808219178082191,1,1,1,0,2.0,0,0,1,0
4070,0,Working,Secondary / secondary special,Married,House / apartment,61.14520547945205,1.547945205479452,1,0,0,0,2.0,0,0,1,0
4071,0,Commercial associate,Higher education,Single / not married,With parents,25.484931506849318,4.717808219178083,1,1,0,0,1.0,0,1,0,0
4072,0,Working,Secondary / secondary special,Married,House / apartment,25.734246575342464,7.553424657534246,1,1,1,0,2.0,0,1,1,1
4073,0,Commercial associate,Higher education,Married,House / apartment,32.912328767123284,10.884931506849314,1,1,0,0,2.0,0,0,1,1
4074,0,Working,Secondary / secondary special,Married,House / apartment,53.23561643835617,17.057534246575344,1,0,0,0,2.0,0,0,1,0
4075,3,Working,Secondary / secondary special,Married,House / apartment,34.084931506849315,11.96986301369863,1,1,1,0,5.0,0,1,1,1
4076,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.56986301369863,8.386301369863014,1,0,0,0,1.0,0,1,1,1
4077,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.334246575342465,2.0465753424657533,1,0,0,0,2.0,0,0,1,1
4078,1,Commercial associate,Secondary / secondary special,Married,House / apartment,46.865753424657534,7.805479452054794,1,0,0,0,3.0,0,0,1,0
4079,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.08493150684932,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4080,0,Working,Higher education,Single / not married,House / apartment,41.92602739726028,0.2958904109589041,1,0,0,0,1.0,0,0,1,0
4081,2,Working,Secondary / secondary special,Married,House / apartment,41.23835616438356,6.882191780821918,1,0,1,0,4.0,0,1,1,0
4082,0,Working,Higher education,Married,House / apartment,33.62739726027397,10.805479452054794,1,0,0,0,2.0,0,0,1,1
4083,1,Working,Higher education,Married,House / apartment,26.756164383561643,7.386301369863013,1,1,0,0,3.0,0,0,1,1
4084,0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.67397260273973,6.216438356164384,1,0,0,0,2.0,0,0,1,1
4085,0,Working,Secondary / secondary special,Single / not married,House / apartment,40.31780821917808,5.635616438356164,1,0,0,0,1.0,0,0,1,1
4086,2,Working,Higher education,Married,House / apartment,34.863013698630134,4.468493150684932,1,0,0,0,4.0,0,1,0,1
4087,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.63835616438356,3.717808219178082,1,0,0,0,2.0,0,0,0,0
4088,0,Working,Secondary / secondary special,Married,House / apartment,47.81917808219178,6.468493150684932,1,0,0,0,2.0,0,1,1,0
4089,0,Working,Incomplete higher,Single / not married,House / apartment,53.52876712328767,5.216438356164384,1,0,0,0,1.0,0,0,1,0
4090,0,Working,Secondary / secondary special,Married,House / apartment,35.46027397260274,1.295890410958904,1,0,0,0,2.0,0,0,1,1
4091,0,Commercial associate,Higher education,Married,House / apartment,26.41917808219178,4.216438356164384,1,0,0,0,2.0,0,1,1,1
4092,2,Commercial associate,Higher education,Married,House / apartment,37.74246575342466,1.632876712328767,1,0,0,0,4.0,0,1,1,0
4093,1,Working,Secondary / secondary special,Married,House / apartment,41.68767123287671,8.134246575342466,1,1,0,0,3.0,0,1,1,1
4094,1,Working,Secondary / secondary special,Married,House / apartment,41.586301369863016,2.7150684931506848,1,0,0,0,3.0,0,0,0,1
4095,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.342465753424655,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
4096,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.62191780821918,4.550684931506849,1,0,0,1,2.0,0,0,1,0
4097,0,State servant,Incomplete higher,Single / not married,With parents,23.96164383561644,5.131506849315069,1,1,1,0,1.0,0,1,0,1
4098,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,51.62465753424657,6.967123287671233,1,0,0,0,1.0,0,0,1,0
4099,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.10410958904109,16.13972602739726,1,0,0,0,1.0,0,1,1,0
4100,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.73150684931507,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4101,1,Working,Secondary / secondary special,Married,With parents,32.71780821917808,9.967123287671232,1,0,1,0,3.0,0,1,0,1
4102,1,Commercial associate,Secondary / secondary special,Married,House / apartment,29.27671232876712,9.471232876712328,1,0,0,0,3.0,0,1,1,0
4103,2,Working,Secondary / secondary special,Married,House / apartment,33.35616438356164,0.547945205479452,1,0,0,0,4.0,0,1,1,0
4104,3,Working,Secondary / secondary special,Married,House / apartment,29.265753424657536,4.635616438356164,1,0,0,0,5.0,0,0,1,0
4105,0,Working,Higher education,Married,House / apartment,54.38904109589041,0.547945205479452,1,0,1,0,2.0,0,0,1,0
4106,0,Commercial associate,Higher education,Separated,House / apartment,43.36438356164384,1.715068493150685,1,0,1,0,1.0,0,1,1,0
4107,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.583561643835615,19.30958904109589,1,0,0,0,2.0,0,0,1,1
4108,1,Working,Secondary / secondary special,Married,House / apartment,43.463013698630135,7.386301369863013,1,0,1,0,3.0,0,0,1,0
4109,0,Working,Higher education,Single / not married,With parents,27.613698630136987,6.216438356164384,1,0,0,0,1.0,0,0,1,0
4110,1,Working,Secondary / secondary special,Married,Rented apartment,23.78630136986301,2.3808219178082197,1,1,0,0,3.0,0,1,0,0
4111,0,Working,Secondary / secondary special,Widow,House / apartment,54.271232876712325,4.216438356164384,1,0,0,0,1.0,1,0,1,1
4112,0,Commercial associate,Higher education,Married,House / apartment,30.32054794520548,6.049315068493151,1,1,0,1,2.0,0,0,1,0
4113,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.95616438356164,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4114,2,Working,Secondary / secondary special,Married,House / apartment,42.10410958904109,15.057534246575342,1,1,1,0,4.0,0,0,1,0
4115,0,Working,Secondary / secondary special,Married,House / apartment,49.85479452054795,1.8,1,0,0,0,2.0,0,0,0,1
4116,2,State servant,Higher education,Married,House / apartment,28.676712328767124,0.547945205479452,1,0,0,0,4.0,0,1,1,1
4117,0,Working,Higher education,Single / not married,House / apartment,51.87397260273973,4.216438356164384,1,0,0,1,1.0,0,0,1,0
4118,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.44109589041096,1.3808219178082193,1,0,0,0,2.0,0,0,1,0
4119,0,Pensioner,Secondary / secondary special,Married,House / apartment,52.945205479452056,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
4120,0,Working,Secondary / secondary special,Married,Municipal apartment,51.53150684931507,3.8794520547945206,1,1,0,0,2.0,0,1,0,1
4121,2,Working,Secondary / secondary special,Married,House / apartment,39.1013698630137,1.632876712328767,1,0,0,0,4.0,0,1,1,1
4122,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.035616438356165,6.383561643835616,1,0,0,0,2.0,0,0,1,0
4123,2,Pensioner,Higher education,Married,Office apartment,53.778082191780825,-1000.6657534246576,1,0,0,0,4.0,0,1,1,1
4124,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.99452054794521,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
4125,0,Commercial associate,Higher education,Married,With parents,54.03013698630137,4.216438356164384,1,0,0,0,2.0,1,0,0,0
4126,0,Commercial associate,Higher education,Married,With parents,54.03013698630137,4.216438356164384,1,0,0,0,2.0,0,0,0,0
4127,1,Working,Secondary / secondary special,Married,House / apartment,43.66301369863014,8.805479452054794,1,0,0,0,3.0,0,0,1,1
4128,0,Working,Secondary / secondary special,Married,House / apartment,36.1945205479452,2.128767123287671,1,1,1,0,2.0,0,0,1,0
4129,0,Working,Secondary / secondary special,Married,Co-op apartment,41.42465753424658,15.476712328767125,1,0,1,0,2.0,0,0,1,0
4130,0,Working,Secondary / secondary special,Married,House / apartment,32.89041095890411,5.879452054794521,1,1,0,0,2.0,0,0,1,1
4131,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,67.88219178082191,-1000.6657534246576,1,0,1,0,2.0,0,0,1,1
4132,1,Working,Secondary / secondary special,Married,House / apartment,31.775342465753425,6.383561643835616,1,0,0,0,3.0,0,0,1,0
4133,0,Pensioner,Higher education,Single / not married,House / apartment,67.24109589041096,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0
4134,0,Working,Secondary / secondary special,Married,House / apartment,43.07397260273972,8.882191780821918,1,1,1,0,2.0,0,0,1,0
4135,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,28.019178082191782,9.219178082191782,1,1,1,0,1.0,0,0,1,0
4136,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.035616438356165,-1000.6657534246576,1,0,0,0,2.0,0,1,1,1
4137,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36.81095890410959,6.717808219178083,1,0,0,0,2.0,0,0,0,0
4138,0,Working,Secondary / secondary special,Married,Municipal apartment,48.48219178082192,1.1287671232876713,1,0,0,0,2.0,0,1,0,0
4139,1,State servant,Secondary / secondary special,Married,With parents,41.92328767123288,3.3835616438356166,1,0,0,0,3.0,0,1,0,1
4140,0,Working,Secondary / secondary special,Married,House / apartment,40.96712328767124,4.964383561643835,1,1,0,0,2.0,0,0,1,0
4141,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,45.93698630136986,25.3972602739726,1,0,0,0,2.0,0,0,1,0
4142,0,State servant,Secondary / secondary special,Single / not married,With parents,26.435616438356163,5.468493150684932,1,0,0,1,1.0,0,1,0,0
4143,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.10958904109589,-1000.6657534246576,1,0,0,0,1.0,0,1,1,1
4144,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.608219178082194,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4145,1,Commercial associate,Higher education,Civil marriage,House / apartment,44.24383561643835,11.723287671232876,1,0,1,0,3.0,0,1,1,1
4146,0,State servant,Secondary / secondary special,Married,House / apartment,48.391780821917806,2.8,1,0,0,0,2.0,0,1,1,1
4147,0,Working,Secondary / secondary special,Married,House / apartment,46.57534246575342,15.726027397260276,1,0,0,0,2.0,0,0,1,0
4148,0,Working,Higher education,Single / not married,House / apartment,30.58082191780822,3.635616438356165,1,1,1,0,1.0,0,1,0,0
4149,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.72328767123288,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4150,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.3945205479452,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4151,0,Pensioner,Secondary / secondary special,Widow,House / apartment,55.56712328767123,-1000.6657534246576,1,0,1,0,1.0,0,0,1,1
4152,3,Working,Secondary / secondary special,Married,House / apartment,34.66849315068493,0.547945205479452,1,0,0,0,5.0,0,1,1,1
4153,2,Commercial associate,Incomplete higher,Married,House / apartment,30.356164383561644,1.8,1,0,0,0,4.0,0,1,0,1
4154,0,Working,Secondary / secondary special,Married,House / apartment,57.57808219178082,38.40547945205479,1,0,0,0,2.0,0,0,1,0
4155,0,Working,Higher education,Married,House / apartment,32.85753424657534,13.221917808219178,1,0,1,0,2.0,0,1,1,1
4156,0,Working,Secondary / secondary special,Married,House / apartment,58.90958904109589,8.553424657534247,1,0,0,0,2.0,0,0,1,1
4157,0,Working,Secondary / secondary special,Married,House / apartment,39.71506849315068,2.213698630136986,1,0,1,0,2.0,0,1,1,1
4158,0,Working,Secondary / secondary special,Married,House / apartment,56.86027397260274,6.383561643835616,1,0,0,0,2.0,0,0,0,0
4159,0,Working,Secondary / secondary special,Married,House / apartment,56.86027397260274,6.383561643835616,1,0,0,0,2.0,1,0,0,0
4160,0,Working,Secondary / secondary special,Married,House / apartment,54.81917808219178,13.96986301369863,1,1,1,0,2.0,0,0,1,0
4161,0,Working,Secondary / secondary special,Married,House / apartment,47.397260273972606,3.3835616438356166,1,0,0,0,2.0,1,1,1,1
4162,0,Working,Secondary / secondary special,Married,House / apartment,47.397260273972606,3.3835616438356166,1,0,0,0,2.0,0,1,1,1
4163,2,Working,Secondary / secondary special,Married,House / apartment,35.3013698630137,5.717808219178083,1,1,0,0,4.0,0,0,1,1
4164,0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.86849315068493,0.9616438356164384,1,0,0,0,2.0,0,1,1,0
4165,0,Working,Secondary / secondary special,Married,House / apartment,42.608219178082194,15.306849315068494,1,1,1,0,2.0,0,0,1,0
4166,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.83013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4167,0,Pensioner,Higher education,Married,House / apartment,60.56712328767123,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4168,0,Working,Secondary / secondary special,Married,House / apartment,51.02739726027397,8.638356164383561,1,0,1,0,2.0,0,1,1,0
4169,0,Working,Secondary / secondary special,Married,House / apartment,33.827397260273976,5.635616438356164,1,0,0,0,2.0,0,0,1,0
4170,3,Working,Secondary / secondary special,Married,House / apartment,33.37534246575343,13.389041095890413,1,1,0,0,5.0,1,0,1,0
4171,3,Working,Secondary / secondary special,Married,House / apartment,33.37534246575343,13.389041095890413,1,1,0,0,5.0,0,0,1,0
4172,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.34520547945205,-1000.6657534246576,1,0,1,0,1.0,0,0,1,0
4173,0,Working,Secondary / secondary special,Married,House / apartment,52.2027397260274,3.5506849315068494,1,0,0,0,2.0,0,0,1,0
4174,0,Working,Secondary / secondary special,Widow,House / apartment,52.74520547945205,5.635616438356164,1,0,0,0,1.0,0,0,1,0
4175,0,Commercial associate,Higher education,Married,House / apartment,41.04383561643836,1.8767123287671232,1,1,0,0,2.0,0,0,1,1
4176,1,Working,Secondary / secondary special,Separated,With parents,28.34246575342466,7.219178082191781,1,0,0,0,2.0,0,0,1,0
4177,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.92328767123288,3.802739726027397,1,0,0,0,1.0,0,0,1,0
4178,0,Pensioner,Higher education,Married,House / apartment,63.273972602739725,-1000.6657534246576,1,0,0,0,2.0,0,1,1,0
4179,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,1,1
4180,0,Working,Secondary / secondary special,Separated,House / apartment,61.33424657534247,4.879452054794521,1,0,0,0,1.0,0,0,1,0
4181,0,Working,Secondary / secondary special,Widow,House / apartment,35.104109589041094,6.216438356164384,1,1,0,0,1.0,0,0,1,0
4182,2,Commercial associate,Higher education,Married,House / apartment,33.983561643835614,4.216438356164384,1,0,0,0,4.0,0,0,1,0
4183,0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.40821917808219,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
4184,1,Commercial associate,Secondary / secondary special,Married,House / apartment,30.273972602739725,1.2136986301369863,1,1,0,0,3.0,0,1,1,1
4185,0,Working,Higher education,Single / not married,With parents,27.71780821917808,0.2958904109589041,1,0,0,0,1.0,0,1,0,1
4186,0,Working,Secondary / secondary special,Married,House / apartment,59.31232876712329,8.219178082191782,1,1,1,0,2.0,0,1,1,0
4187,0,Working,Secondary / secondary special,Married,House / apartment,42.44931506849315,5.216438356164384,1,1,1,0,2.0,0,1,1,1
4188,1,Working,Secondary / secondary special,Married,House / apartment,48.13972602739726,4.131506849315069,1,1,0,0,3.0,0,1,1,1
4189,0,Commercial associate,Higher education,Civil marriage,House / apartment,46.0958904109589,0.2958904109589041,1,1,1,0,2.0,0,0,1,1
4190,0,Working,Secondary / secondary special,Married,With parents,33.25479452054795,0.547945205479452,1,0,0,0,2.0,0,0,1,1
4191,0,Working,Higher education,Married,House / apartment,37.72054794520548,2.0465753424657533,1,0,0,0,2.0,0,0,1,0
4192,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.57808219178082,-1000.6657534246576,1,0,1,0,2.0,0,0,1,1
4193,0,Working,Higher education,Married,House / apartment,61.52328767123288,5.298630136986302,1,0,1,0,2.0,0,1,1,1
4194,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,25.246575342465757,0.2958904109589041,1,0,0,0,1.0,0,1,0,1
4195,1,Working,Secondary / secondary special,Separated,Municipal apartment,44.12876712328767,14.556164383561644,1,0,1,0,2.0,0,1,0,0
4196,0,Pensioner,Higher education,Civil marriage,House / apartment,58.79726027397261,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4197,0,Working,Secondary / secondary special,Married,House / apartment,41.536986301369865,5.717808219178083,1,1,0,0,2.0,0,0,0,0
4198,1,State servant,Secondary / secondary special,Married,Municipal apartment,41.13424657534247,18.81095890410959,1,0,0,0,3.0,0,0,0,0
4199,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.81643835616438,-1000.6657534246576,1,0,0,0,2.0,0,0,1,0
4200,0,Commercial associate,Academic degree,Married,House / apartment,58.77534246575343,5.079452054794521,1,0,1,0,2.0,0,1,1,0
4201,0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.45479452054794,9.164383561643836,1,0,0,0,2.0,0,1,0,0
4202,0,Commercial associate,Higher education,Married,House / apartment,32.64109589041096,8.164383561643836,1,0,0,0,2.0,0,0,1,0
4203,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.3041095890411,5.413698630136986,1,0,0,0,1.0,0,1,0,1
4204,0,Working,Secondary / secondary special,Married,House / apartment,48.153424657534245,3.331506849315069,1,0,0,0,2.0,0,1,1,0
4205,0,Working,Secondary / secondary special,Separated,House / apartment,41.11506849315069,4.594520547945206,1,1,1,0,1.0,0,0,1,0
4206,0,Working,Secondary / secondary special,Widow,House / apartment,50.8054794520548,5.67945205479452,1,0,0,0,1.0,0,0,1,0
4207,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,28.39178082191781,3.512328767123288,1,0,0,0,1.0,0,1,1,0
4208,0,Working,Higher education,Single / not married,House / apartment,58.99178082191781,12.684931506849315,1,0,0,0,1.0,0,0,1,0
4209,0,Working,Secondary / secondary special,Married,House / apartment,54.48219178082192,4.260273972602739,1,0,0,0,2.0,0,1,1,0
4210,1,Working,Secondary / secondary special,Civil marriage,House / apartment,38.72876712328768,10.761643835616438,1,0,0,0,3.0,0,1,1,1
4211,0,Working,Higher education,Married,House / apartment,53.271232876712325,7.758904109589041,1,0,0,0,2.0,0,0,1,0
4212,2,Working,Secondary / secondary special,Single / not married,House / apartment,38.55068493150685,3.008219178082192,1,0,0,0,3.0,0,0,1,0
4213,0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.35616438356164,4.008219178082192,1,1,0,0,2.0,0,0,1,1
4214,0,Working,Secondary / secondary special,Single / not married,House / apartment,28.284931506849315,6.67945205479452,1,0,0,0,1.0,0,1,1,1
4215,0,Commercial associate,Higher education,Married,House / apartment,44.57808219178082,1.0904109589041096,1,0,0,0,2.0,0,1,1,1
4216,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.71232876712329,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
4217,0,Pensioner,Higher education,Single / not married,House / apartment,59.65753424657535,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
4218,2,Commercial associate,Higher education,Married,House / apartment,29.27945205479452,5.427397260273972,1,1,1,0,4.0,0,0,1,0
4219,0,Commercial associate,Higher education,Married,House / apartment,36.85753424657534,11.18082191780822,1,0,0,0,2.0,0,1,1,1
4220,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39.83561643835616,9.178082191780822,1,0,1,0,2.0,0,0,1,0
4221,0,Commercial associate,Higher education,Married,House / apartment,48.0,25.273972602739725,1,0,1,0,2.0,0,0,1,0
4222,2,Working,Secondary / secondary special,Married,House / apartment,29.15068493150685,4.093150684931507,1,1,1,0,4.0,0,1,1,0
4223,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,35.74246575342466,1.8383561643835615,1,0,0,0,2.0,0,0,1,0
4224,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.69041095890411,-1000.6657534246576,1,0,0,0,1.0,0,0,1,0
4225,0,Commercial associate,Higher education,Married,House / apartment,42.20821917808219,4.008219178082192,1,0,0,0,2.0,0,1,1,1
4226,0,Working,Secondary / secondary special,Married,House / apartment,28.232876712328768,0.4246575342465753,1,0,0,0,2.0,0,1,1,1
4227,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,0,1,1
4228,0,Pensioner,Secondary / secondary special,Widow,House / apartment,61.654794520547945,-1000.6657534246576,1,0,1,0,1.0,0,0,1,1
4229,0,Working,Secondary / secondary special,Married,House / apartment,63.2027397260274,6.260273972602739,1,0,0,0,2.0,0,0,0,0
4230,2,Working,Higher education,Married,House / apartment,37.8,8.92876712328767,1,0,1,0,4.0,0,0,1,0
4231,0,Working,Higher education,Single / not married,House / apartment,59.484931506849314,21.186301369863013,1,0,0,0,1.0,0,0,1,0
4232,0,Commercial associate,Incomplete higher,Married,House / apartment,54.271232876712325,3.008219178082192,1,1,0,0,2.0,0,1,1,0
4233,0,Working,Higher education,Married,House / apartment,39.013698630136986,4.345205479452055,1,0,0,0,2.0,0,0,1,0
4234,0,Pensioner,Higher education,Married,House / apartment,58.96712328767124,-1000.6657534246576,1,0,1,0,2.0,0,0,1,0
4235,2,Working,Secondary / secondary special,Single / not married,House / apartment,38.895890410958906,9.178082191780822,1,1,1,0,3.0,0,0,1,0
4236,1,Commercial associate,Higher education,Single / not married,House / apartment,37.48767123287672,6.008219178082192,1,0,0,0,2.0,0,0,1,0
4237,0,Commercial associate,Higher education,Married,House / apartment,37.79726027397261,7.347945205479452,1,0,0,0,2.0,0,1,1,1
4238,1,Commercial associate,Secondary / secondary special,Married,House / apartment,45.1972602739726,3.26027397260274,1,0,1,0,3.0,0,1,1,1
4239,0,Working,Secondary / secondary special,Separated,House / apartment,43.33424657534247,6.594520547945206,1,0,1,0,1.0,0,0,1,0
4240,1,Working,Secondary / secondary special,Married,House / apartment,50.87397260273973,14.764383561643836,1,1,0,0,3.0,0,1,1,1
4241,0,Working,Secondary / secondary special,Widow,House / apartment,54.05479452054794,13.517808219178082,1,0,0,0,1.0,0,0,1,0
4242,2,Working,Secondary / secondary special,Married,House / apartment,43.92328767123288,3.345205479452055,1,0,0,0,4.0,0,1,1,1
4243,0,Working,Secondary / secondary special,Married,House / apartment,27.035616438356165,3.345205479452055,1,1,1,0,2.0,0,1,1,0
4244,0,Working,Higher education,Married,House / apartment,42.37808219178082,13.243835616438355,1,0,0,1,2.0,0,0,1,1
4245,2,Working,Secondary / secondary special,Separated,House / apartment,39.1972602739726,0.5150684931506849,1,0,0,0,3.0,0,0,0,0
4246,1,Working,Higher education,Married,House / apartment,28.64109589041096,4.098630136986301,1,0,1,0,3.0,0,1,1,1
4247,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.26849315068493,0.8438356164383561,1,0,0,0,2.0,0,1,1,0
4248,0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.22465753424657,2.010958904109589,1,0,0,0,2.0,0,0,1,1
4249,1,State servant,Higher education,Married,House / apartment,30.649315068493152,4.846575342465753,1,0,0,0,3.0,0,0,1,0
4250,0,Working,Higher education,Married,House / apartment,33.75890410958904,10.183561643835615,1,0,0,0,2.0,0,0,1,1
4251,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.61369863013699,-1000.6657534246576,1,0,1,0,1.0,0,0,1,0
4252,0,Working,Higher education,Married,House / apartment,55.4027397260274,0.5972602739726027,1,0,0,0,2.0,0,1,1,0
4253,0,Pensioner,Higher education,Married,House / apartment,65.47671232876712,-1000.6657534246576,1,0,0,0,2.0,0,1,1,1
4254,0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.88767123287671,3.6,1,0,0,0,2.0,0,0,1,1
4255,1,Commercial associate,Higher education,Married,House / apartment,28.64109589041096,1.095890410958904,1,0,1,1,3.0,0,1,1,0
4256,2,State servant,Secondary / secondary special,Married,House / apartment,32.73972602739726,11.01917808219178,1,0,1,0,4.0,0,0,0,0
4257,1,Working,Higher education,Separated,House / apartment,44.29041095890411,6.934246575342466,1,0,0,0,2.0,0,1,1,1
4258,1,Working,Secondary / secondary special,Married,Municipal apartment,24.383561643835616,1.8438356164383565,1,0,1,1,3.0,0,1,1,1
4259,0,Working,Secondary / secondary special,Married,House / apartment,31.487671232876718,3.5178082191780824,1,0,1,0,2.0,0,0,0,0
4260,0,State servant,Higher education,Married,House / apartment,54.25753424657534,3.180821917808219,1,0,0,0,2.0,0,0,1,1
4261,0,Working,Secondary / secondary special,Single / not married,With parents,31.101369863013694,0.8438356164383561,1,0,0,0,1.0,0,0,0,0
4262,0,Working,Higher education,Married,House / apartment,32.11780821917808,5.013698630136986,1,1,0,1,2.0,0,1,1,1
4263,0,Working,Secondary / secondary special,Married,House / apartment,52.66027397260274,8.016438356164384,1,1,1,0,2.0,0,0,1,0
4264,0,Working,Higher education,Married,House / apartment,51.40821917808219,25.36438356164384,1,0,0,0,2.0,0,0,1,0
4265,0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.41917808219178,2.9315068493150687,1,0,1,0,2.0,0,0,0,0
4266,1,Commercial associate,Incomplete higher,Married,House / apartment,46.824657534246576,0.347945205479452,1,0,0,0,3.0,0,0,1,1
4267,0,Working,Secondary / secondary special,Married,House / apartment,34.5972602739726,5.098630136986301,1,1,1,0,2.0,0,0,1,0
4268,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.61369863013699,0.2630136986301369,1,0,1,0,2.0,0,0,1,0
4269,1,Working,Higher education,Married,House / apartment,32.463013698630135,7.602739726027397,1,0,0,0,3.0,0,0,1,1
4270,0,Working,Secondary / secondary special,Married,House / apartment,56.18904109589041,3.180821917808219,1,0,1,0,2.0,0,1,1,1
4271,0,Commercial associate,Higher education,Married,House / apartment,39.367123287671234,12.693150684931506,1,0,1,0,2.0,0,1,0,1
4272,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.65753424657535,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0
4273,2,Working,Incomplete higher,Married,House / apartment,31.78630136986301,10.854794520547944,1,1,0,0,4.0,0,1,0,0
